index,data_nx,data_ny,data_nz,data_voxels,label_nx,label_ny,label_nz,label_voxels
56512,130,92,106,1267760,130,92,106,1267760
56513,130,92,108,1291680,130,92,108,1291680
56514,118,92,114,1237584,118,92,114,1237584
56515,130,92,108,1291680,130,92,108,1291680
56516,118,92,106,1150736,118,92,106,1150736
56517,130,92,112,1339520,130,92,112,1339520
56518,130,92,106,1267760,130,92,106,1267760
56519,130,92,104,1243840,130,92,104,1243840
56520,118,92,106,1150736,118,92,106,1150736
56521,130,92,96,1148160,130,92,96,1148160
56522,118,92,106,1150736,118,92,106,1150736
56523,122,110,90,1207800,122,110,90,1207800
56524,142,92,96,1254144,142,92,96,1254144
56525,130,92,96,1148160,130,92,96,1148160
56526,110,124,90,1227600,110,124,90,1227600
56527,110,110,90,1089000,110,110,90,1089000
56528,130,92,96,1148160,130,92,96,1148160
56529,116,92,96,1024512,116,92,96,1024512
56530,96,104,130,1297920,96,104,130,1297920
56531,92,104,126,1205568,92,104,126,1205568
56532,112,104,106,1234688,112,104,106,1234688
56533,106,104,100,1102400,106,104,100,1102400
56534,126,94,108,1279152,126,94,108,1279152
56535,114,94,108,1157328,114,94,108,1157328
56536,130,94,94,1148680,130,94,94,1148680
56537,96,96,102,940032,96,96,102,940032
56538,124,104,86,1109056,124,104,86,1109056
56539,112,98,86,943936,112,98,86,943936
56540,94,120,126,1421280,94,120,126,1421280
56541,126,118,92,1367856,126,118,92,1367856
56542,126,92,102,1182384,126,92,102,1182384
56543,98,96,132,1241856,98,96,132,1241856
56544,110,92,122,1234640,110,92,122,1234640
56545,136,96,106,1383936,136,96,106,1383936
56546,112,100,112,1254400,112,100,112,1254400
56547,114,120,100,1368000,114,120,100,1368000
56548,114,118,92,1237584,114,118,92,1237584
56549,98,96,112,1053696,98,96,112,1053696
56550,102,94,114,1093032,102,94,114,1093032
56551,126,92,94,1089648,126,92,94,1089648
56552,100,100,120,1200000,100,100,120,1200000
56553,98,100,120,1176000,98,100,120,1176000
56554,128,102,90,1175040,128,102,90,1175040
56555,120,110,82,1082400,120,110,82,1082400
56556,136,102,98,1359456,136,102,98,1359456
56557,110,102,112,1256640,110,102,112,1256640
56558,126,102,98,1259496,126,102,98,1259496
56559,110,102,104,1166880,110,102,104,1166880
56560,126,100,86,1083600,126,100,86,1083600
56561,114,98,86,960792,114,98,86,960792
56562,98,86,128,1078784,98,86,128,1078784
56563,82,100,126,1033200,82,100,126,1033200
56564,104,128,84,1118208,104,128,84,1118208
56565,124,94,98,1142288,124,94,98,1142288
56566,124,92,94,1072352,124,92,94,1072352
56567,82,128,100,1049600,82,128,100,1049600
56568,80,102,116,946560,80,102,116,946560
56569,126,118,102,1516536,126,118,102,1516536
56570,98,120,122,1434720,98,120,122,1434720
56571,104,98,142,1447264,104,98,142,1447264
56572,96,98,142,1335936,96,98,142,1335936
56573,140,94,102,1342320,140,94,102,1342320
56574,124,92,112,1277696,124,92,112,1277696
56575,96,118,116,1314048,96,118,116,1314048
56576,84,118,116,1149792,84,118,116,1149792
56577,96,120,106,1221120,96,120,106,1221120
56578,104,98,130,1324960,104,98,130,1324960
56579,128,94,100,1203200,128,94,100,1203200
56580,96,98,132,1241856,96,98,132,1241856
56581,90,94,122,1032120,90,94,122,1032120
56582,88,92,132,1068672,88,92,132,1068672
56583,124,98,106,1288112,124,98,106,1288112
56584,98,106,122,1267336,98,106,122,1267336
56585,114,104,102,1209312,114,104,102,1209312
56586,112,104,104,1211392,112,104,104,1211392
56587,116,104,114,1375296,116,104,114,1375296
56588,140,104,102,1485120,140,104,102,1485120
56589,140,102,102,1456560,140,102,102,1456560
56590,108,126,102,1388016,108,126,102,1388016
56591,126,106,102,1362312,126,106,102,1362312
56592,94,100,116,1090400,94,100,116,1090400
56593,126,104,100,1310400,126,104,100,1310400
56594,90,112,114,1149120,90,112,114,1149120
56595,126,94,96,1137024,126,94,96,1137024
56596,96,90,122,1054080,96,90,122,1054080
56597,124,92,102,1163616,124,92,102,1163616
56598,98,96,132,1241856,98,96,132,1241856
56599,124,92,102,1163616,124,92,102,1163616
56600,86,90,132,1021680,86,90,132,1021680
56601,88,96,124,1047552,88,96,124,1047552
56602,106,92,106,1033712,106,92,106,1033712
56603,98,94,142,1308104,98,94,142,1308104
56604,86,92,134,1060208,86,92,134,1060208
56605,86,88,144,1089792,86,88,144,1089792
56606,98,92,132,1190112,98,92,132,1190112
56607,88,88,124,960256,88,88,124,960256
56608,80,88,116,816640,80,88,116,816640
56609,110,124,112,1527680,110,124,112,1527680
56610,82,110,126,1136520,82,110,126,1136520
56611,82,124,116,1179488,82,124,116,1179488
56612,82,110,114,1028280,82,110,114,1028280
56613,106,96,118,1200768,106,96,118,1200768
56614,84,110,126,1164240,84,110,126,1164240
56615,96,88,126,1064448,96,88,126,1064448
56616,84,110,116,1071840,84,110,116,1071840
56617,122,108,88,1159488,122,108,88,1159488
56618,112,106,110,1305920,112,106,110,1305920
56619,134,94,110,1385560,134,94,110,1385560
56620,124,92,104,1186432,124,92,104,1186432
56621,86,108,118,1095984,86,108,118,1095984
56622,110,94,112,1158080,110,94,112,1158080
56623,108,96,110,1140480,108,96,110,1140480
56624,96,94,114,1028736,96,94,114,1028736
56625,98,90,130,1146600,98,90,130,1146600
56626,84,104,116,1013376,84,104,116,1013376
56627,96,122,128,1499136,96,122,128,1499136
56628,96,116,128,1425408,96,116,128,1425408
56629,108,108,112,1306368,108,108,112,1306368
56630,96,120,116,1336320,96,120,116,1336320
56631,86,122,128,1342976,86,122,128,1342976
56632,126,114,94,1350216,126,114,94,1350216
56633,96,122,116,1358592,96,122,116,1358592
56634,96,116,116,1291776,96,116,116,1291776
56635,122,98,100,1195600,122,98,100,1195600
56636,96,122,112,1311744,96,122,112,1311744
56637,104,120,98,1223040,104,120,98,1223040
56638,114,112,96,1225728,114,112,96,1225728
56639,102,122,102,1269288,102,122,102,1269288
56640,86,110,116,1097360,86,110,116,1097360
56641,102,112,108,1233792,102,112,108,1233792
56642,110,96,120,1267200,110,96,120,1267200
56643,100,112,108,1209600,100,112,108,1209600
56644,104,110,106,1212640,104,110,106,1212640
56645,90,120,112,1209600,90,120,112,1209600
56646,104,108,104,1168128,104,108,104,1168128
56647,104,112,102,1188096,104,112,102,1188096
56648,104,116,104,1254656,104,116,104,1254656
56649,92,116,112,1195264,92,116,112,1195264
56650,104,106,102,1124448,104,106,102,1124448
56651,88,116,106,1082048,88,116,106,1082048
56652,92,120,110,1214400,92,120,110,1214400
56653,86,118,102,1035096,86,118,102,1035096
56654,100,114,102,1162800,100,114,102,1162800
56655,90,118,114,1210680,90,118,114,1210680
56656,94,116,104,1134016,94,116,104,1134016
56657,100,116,100,1160000,100,116,100,1160000
56658,104,106,114,1256736,104,106,114,1256736
56659,100,128,96,1228800,100,128,96,1228800
56660,112,108,98,1185408,112,108,98,1185408
56661,86,108,116,1077408,86,108,116,1077408
56662,120,94,104,1173120,120,94,104,1173120
56663,92,96,126,1112832,92,96,126,1112832
56664,86,114,116,1137264,86,114,116,1137264
56665,130,106,100,1378000,130,106,100,1378000
56666,110,124,98,1336720,110,124,98,1336720
56667,96,106,128,1302528,96,106,128,1302528
56668,88,104,128,1171456,88,104,128,1171456
56669,110,106,112,1305920,110,106,112,1305920
56670,102,108,106,1167696,102,108,106,1167696
56671,110,110,102,1234200,110,110,102,1234200
56672,104,106,102,1124448,104,106,102,1124448
56673,112,106,104,1234688,112,106,104,1234688
56674,108,104,96,1078272,108,104,96,1078272
56675,104,106,100,1102400,104,106,100,1102400
56676,108,112,104,1257984,108,112,104,1257984
56677,118,102,114,1372104,118,102,114,1372104
56678,108,114,100,1231200,108,114,100,1231200
56679,114,106,102,1232568,114,106,102,1232568
56680,120,100,114,1368000,120,100,114,1368000
56681,112,114,88,1123584,112,114,88,1123584
56682,98,112,102,1119552,98,112,102,1119552
56683,106,94,112,1115968,106,94,112,1115968
56684,98,112,100,1097600,98,112,100,1097600
56685,94,102,118,1131384,94,102,118,1131384
56686,112,104,98,1141504,112,104,98,1141504
56687,112,102,96,1096704,112,102,96,1096704
56688,86,104,118,1055392,86,104,118,1055392
56689,116,92,106,1131232,116,92,106,1131232
56690,94,98,132,1215984,94,98,132,1215984
56691,96,98,126,1185408,96,98,126,1185408
56692,92,102,118,1107312,92,102,118,1107312
56693,86,102,118,1035096,86,102,118,1035096
56694,92,102,116,1088544,92,102,116,1088544
56695,114,106,116,1401744,114,106,116,1401744
56696,106,106,116,1303376,106,106,116,1303376
56697,120,106,108,1373760,120,106,108,1373760
56698,92,106,128,1248256,92,106,128,1248256
56699,134,106,90,1278360,134,106,90,1278360
56700,112,106,100,1187200,112,106,100,1187200
56701,114,106,116,1401744,114,106,116,1401744
56702,100,106,104,1102400,100,106,104,1102400
56703,92,106,128,1248256,92,106,128,1248256
56704,104,106,94,1036256,104,106,94,1036256
56705,86,104,128,1144832,86,104,128,1144832
56706,112,106,88,1044736,112,106,88,1044736
56707,126,104,100,1310400,126,104,100,1310400
56708,90,104,128,1198080,90,104,128,1198080
56709,110,90,114,1128600,110,90,114,1128600
56710,114,104,110,1304160,114,104,110,1304160
56711,112,104,100,1164800,112,104,100,1164800
56712,92,104,128,1224704,92,104,128,1224704
56713,110,106,88,1026080,110,106,88,1026080
56714,86,102,128,1122816,86,102,128,1122816
56715,86,104,118,1055392,86,104,118,1055392
56716,92,120,128,1413120,92,120,128,1413120
56717,92,108,128,1271808,92,108,128,1271808
56718,114,92,128,1342464,114,92,128,1342464
56719,102,94,128,1227264,102,94,128,1227264
56720,114,88,128,1284096,114,88,128,1284096
56721,102,90,128,1175040,102,90,128,1175040
56722,108,102,116,1277856,108,102,116,1277856
56723,98,104,116,1182272,98,104,116,1182272
56724,90,100,128,1152000,90,100,128,1152000
56725,90,100,116,1044000,90,100,116,1044000
56726,86,96,128,1056768,86,96,128,1056768
56727,86,96,116,957696,86,96,116,957696
56728,110,104,114,1304160,110,104,114,1304160
56729,92,106,128,1248256,92,106,128,1248256
56730,120,104,100,1248000,120,104,100,1248000
56731,94,106,116,1155824,94,106,116,1155824
56732,92,106,116,1131232,92,106,116,1131232
56733,108,104,88,988416,108,104,88,988416
56734,92,102,128,1201152,92,102,128,1201152
56735,96,94,128,1155072,96,94,128,1155072
56736,96,90,128,1105920,96,90,128,1105920
56737,94,102,116,1112208,94,102,116,1112208
56738,92,98,116,1045856,92,98,116,1045856
56739,86,94,116,937744,86,94,116,937744
56740,122,104,110,1395680,122,104,110,1395680
56741,90,106,128,1221120,90,106,128,1221120
56742,126,104,98,1284192,126,104,98,1284192
56743,116,104,98,1182272,116,104,98,1182272
56744,90,106,116,1106640,90,106,116,1106640
56745,104,104,98,1059968,104,104,98,1059968
56746,112,102,104,1188096,112,102,104,1188096
56747,114,104,106,1256736,114,104,106,1256736
56748,106,100,110,1166000,106,100,110,1166000
56749,98,102,114,1139544,98,102,114,1139544
56750,98,102,130,1299480,98,102,130,1299480
56751,96,94,128,1155072,96,94,128,1155072
56752,98,102,124,1239504,98,102,124,1239504
56753,98,102,120,1199520,98,102,120,1199520
56754,94,100,118,1109200,94,100,118,1109200
56755,90,102,116,1064880,90,102,116,1064880
56756,98,102,112,1119552,98,102,112,1119552
56757,120,108,108,1399680,120,108,108,1399680
56758,126,108,102,1388016,126,108,102,1388016
56759,112,108,108,1306368,112,108,108,1306368
56760,122,108,102,1343952,122,108,102,1343952
56761,118,106,110,1375880,118,106,110,1375880
56762,112,108,102,1233792,112,108,102,1233792
56763,112,108,100,1209600,112,108,100,1209600
56764,106,108,100,1144800,106,108,100,1144800
56765,114,108,92,1132704,114,108,92,1132704
56766,104,106,110,1212640,104,106,110,1212640
56767,114,100,98,1117200,114,100,98,1117200
56768,112,108,102,1233792,112,108,102,1233792
56769,94,106,122,1215608,94,106,122,1215608
56770,112,106,100,1187200,112,106,100,1187200
56771,110,108,102,1211760,110,108,102,1211760
56772,98,106,114,1184232,98,106,114,1184232
56773,98,106,116,1205008,98,106,116,1205008
56774,96,98,120,1128960,96,98,120,1128960
56775,98,100,132,1293600,98,100,132,1293600
56776,90,98,128,1128960,90,98,128,1128960
56777,96,100,126,1209600,96,100,126,1209600
56778,92,102,130,1219920,92,102,130,1219920
56779,86,102,130,1140360,86,102,130,1140360
56780,100,98,128,1254400,100,98,128,1254400
56781,94,102,120,1150560,94,102,120,1150560
56782,94,102,120,1150560,94,102,120,1150560
56783,94,104,120,1173120,94,104,120,1173120
56784,94,104,116,1134016,94,104,116,1134016
56785,98,106,114,1184232,98,106,114,1184232
56786,98,106,116,1205008,98,106,116,1205008
56787,96,96,120,1105920,96,96,120,1105920
56788,100,104,138,1435200,100,104,138,1435200
56789,122,106,108,1396656,122,106,108,1396656
56790,124,108,96,1285632,124,108,96,1285632
56791,120,106,98,1246560,120,106,98,1246560
56792,116,106,96,1180416,116,106,96,1180416
56793,108,106,110,1259280,108,106,110,1259280
56794,124,102,110,1391280,124,102,110,1391280
56795,114,106,112,1353408,114,106,112,1353408
56796,114,104,102,1209312,114,104,102,1209312
56797,110,106,110,1282600,110,106,110,1282600
56798,98,104,122,1243424,98,104,122,1243424
56799,94,98,136,1252832,94,98,136,1252832
56800,84,94,124,979104,84,94,124,979104
56801,100,102,140,1428000,100,102,140,1428000
56802,96,98,128,1204224,96,98,128,1204224
56803,100,104,126,1310400,100,104,126,1310400
56804,96,104,126,1257984,96,104,126,1257984
56805,96,96,120,1105920,96,96,120,1105920
56806,96,96,118,1087488,96,96,118,1087488
56807,124,118,102,1492464,124,118,102,1492464
56808,120,106,102,1297440,120,106,102,1297440
56809,108,128,92,1271808,108,128,92,1271808
56810,128,118,90,1359360,128,118,90,1359360
56811,106,112,104,1234688,106,112,104,1234688
56812,106,118,116,1450928,106,118,116,1450928
56813,110,102,104,1166880,110,102,104,1166880
56814,108,120,92,1192320,108,120,92,1192320
56815,100,118,106,1250800,100,118,106,1250800
56816,98,112,104,1141504,98,112,104,1141504
56817,106,90,118,1125720,106,90,118,1125720
56818,140,100,100,1400000,140,100,100,1400000
56819,98,104,120,1223040,98,104,120,1223040
56820,108,94,120,1218240,108,94,120,1218240
56821,110,92,126,1275120,110,92,126,1275120
56822,108,94,122,1238544,108,94,122,1238544
56823,104,94,114,1114464,104,94,114,1114464
56824,96,98,120,1128960,96,98,120,1128960
56825,92,94,110,951280,92,94,110,951280
56826,88,106,116,1082048,88,106,116,1082048
56827,110,102,106,1189320,110,102,106,1189320
56828,88,116,116,1184128,88,116,116,1184128
56829,130,108,100,1404000,130,108,100,1404000
56830,108,110,116,1378080,108,110,116,1378080
56831,94,108,122,1238544,94,108,122,1238544
56832,90,108,116,1127520,90,108,116,1127520
56833,86,114,118,1156872,86,114,118,1156872
56834,110,114,108,1354320,110,114,108,1354320
56835,94,106,122,1215608,94,106,122,1215608
56836,90,108,116,1127520,90,108,116,1127520
56837,94,92,122,1055056,94,92,122,1055056
56838,124,96,112,1333248,124,96,112,1333248
56839,126,94,104,1231776,126,94,104,1231776
56840,94,92,132,1141536,94,92,132,1141536
56841,92,106,120,1170240,92,106,120,1170240
56842,90,106,114,1087560,90,106,114,1087560
56843,94,90,122,1032120,94,90,122,1032120
56844,106,120,126,1602720,106,120,126,1602720
56845,112,104,122,1421056,112,104,122,1421056
56846,102,118,126,1516536,102,118,126,1516536
56847,96,120,116,1336320,96,120,116,1336320
56848,96,122,104,1218048,96,122,104,1218048
56849,126,104,88,1153152,126,104,88,1153152
56850,120,118,90,1274400,120,118,90,1274400
56851,124,118,88,1287616,124,118,88,1287616
56852,94,90,116,981360,94,90,116,981360
56853,104,110,96,1098240,104,110,96,1098240
56854,110,104,112,1281280,110,104,112,1281280
56855,94,96,126,1137024,94,96,126,1137024
56856,92,100,130,1196000,92,100,130,1196000
56857,96,116,114,1269504,96,116,114,1269504
56858,94,86,116,937744,94,86,116,937744
56859,92,100,120,1104000,92,100,120,1104000
56860,108,108,110,1283040,108,108,110,1283040
56861,114,106,110,1329240,114,106,110,1329240
56862,112,106,104,1234688,112,106,104,1234688
56863,108,108,92,1073088,108,108,92,1073088
56864,116,104,98,1182272,116,104,98,1182272
56865,114,108,102,1255824,114,108,102,1255824
56866,108,106,100,1144800,108,106,100,1144800
56867,104,106,102,1124448,104,106,102,1124448
56868,100,108,92,993600,100,108,92,993600
56869,108,104,88,988416,108,104,88,988416
56870,112,108,102,1233792,112,108,102,1233792
56871,116,106,88,1082048,116,106,88,1082048
56872,94,106,98,976472,94,106,98,976472
56873,88,108,126,1197504,88,108,126,1197504
56874,96,92,136,1201152,96,92,136,1201152
56875,84,102,128,1096704,84,102,128,1096704
56876,86,100,126,1083600,86,100,126,1083600
56877,86,108,116,1077408,86,108,116,1077408
56878,84,104,122,1065792,84,104,122,1065792
56879,84,102,118,1011024,84,102,118,1011024
56880,84,98,116,954912,84,98,116,954912
56881,90,120,142,1533600,90,120,142,1533600
56882,114,114,120,1559520,114,114,120,1559520
56883,132,116,98,1500576,132,116,98,1500576
56884,120,104,102,1272960,120,104,102,1272960
56885,88,122,130,1395680,88,122,130,1395680
56886,100,114,112,1276800,100,114,112,1276800
56887,108,118,102,1299888,108,118,102,1299888
56888,126,108,88,1197504,126,108,88,1197504
56889,116,104,88,1061632,116,104,88,1061632
56890,114,122,102,1418616,114,122,102,1418616
56891,124,102,114,1441872,124,102,114,1441872
56892,120,104,102,1272960,120,104,102,1272960
56893,120,118,92,1302720,120,118,92,1302720
56894,136,104,100,1414400,136,104,100,1414400
56895,124,104,92,1186432,124,104,92,1186432
56896,96,116,102,1135872,96,116,102,1135872
56897,108,110,92,1092960,108,110,92,1092960
56898,94,96,132,1191168,94,96,132,1191168
56899,88,110,120,1161600,88,110,120,1161600
56900,126,122,106,1629432,126,122,106,1629432
56901,86,122,128,1342976,86,122,128,1342976
56902,94,120,124,1398720,94,120,124,1398720
56903,114,118,110,1479720,114,118,110,1479720
56904,96,122,116,1358592,96,122,116,1358592
56905,102,122,102,1269288,102,122,102,1269288
56906,94,122,114,1307352,94,122,114,1307352
56907,106,120,96,1221120,106,120,96,1221120
56908,114,116,110,1454640,114,116,110,1454640
56909,114,96,116,1269504,114,96,116,1269504
56910,114,98,124,1385328,114,98,124,1385328
56911,108,94,116,1177632,108,94,116,1177632
56912,124,100,108,1339200,124,100,108,1339200
56913,116,98,124,1409632,116,98,124,1409632
56914,110,94,114,1178760,110,94,114,1178760
56915,110,96,108,1140480,110,96,108,1140480
56916,118,98,122,1410808,118,98,122,1410808
56917,112,94,116,1221248,112,94,116,1221248
56918,104,94,112,1094912,104,94,112,1094912
56919,102,98,122,1219512,102,98,122,1219512
56920,98,94,112,1031744,98,94,112,1031744
56921,106,126,116,1549296,106,126,116,1549296
56922,126,118,92,1367856,126,118,92,1367856
56923,124,128,94,1491968,124,128,94,1491968
56924,124,118,90,1316880,124,118,90,1316880
56925,94,128,114,1371648,94,128,114,1371648
56926,86,118,114,1156872,86,118,114,1156872
56927,90,124,124,1383840,90,124,124,1383840
56928,88,116,126,1286208,88,116,126,1286208
56929,84,128,116,1247232,84,128,116,1247232
56930,100,118,104,1227200,100,118,104,1227200
56931,112,128,94,1347584,112,128,94,1347584
56932,84,118,114,1129968,84,118,114,1129968
56933,88,128,102,1148928,88,128,102,1148928
56934,104,118,92,1129024,104,118,92,1129024
56935,102,124,104,1315392,102,124,104,1315392
56936,98,116,104,1182272,98,116,104,1182272
56937,84,126,116,1227744,84,126,116,1227744
56938,82,116,116,1103392,82,116,116,1103392
56939,110,126,94,1302840,110,126,94,1302840
56940,80,118,114,1076160,80,118,114,1076160
56941,130,94,88,1075360,130,94,88,1075360
56942,90,90,114,923400,90,90,114,923400
56943,118,96,118,1336704,118,96,118,1336704
56944,104,96,118,1178112,104,96,118,1178112
56945,108,94,124,1258848,108,94,124,1258848
56946,98,90,124,1093680,98,90,124,1093680
56947,106,96,126,1282176,106,96,126,1282176
56948,94,90,126,1065960,94,90,126,1065960
56949,84,124,116,1208256,84,124,116,1208256
56950,82,116,116,1103392,82,116,116,1103392
56951,110,94,114,1178760,110,94,114,1178760
56952,98,88,114,983136,98,88,114,983136
56953,98,96,116,1091328,98,96,116,1091328
56954,88,90,116,918720,88,90,116,918720
56955,108,124,114,1526688,108,124,114,1526688
56956,108,106,114,1305072,108,106,114,1305072
56957,106,122,108,1396656,106,122,108,1396656
56958,118,122,94,1353224,118,122,94,1353224
56959,104,124,112,1444352,104,124,112,1444352
56960,114,124,92,1300512,114,124,92,1300512
56961,100,106,102,1081200,100,106,102,1081200
56962,112,122,86,1175104,112,122,86,1175104
56963,86,122,104,1091168,86,122,104,1091168
56964,88,120,114,1203840,88,120,114,1203840
56965,110,116,84,1071840,110,116,84,1071840
56966,100,90,128,1152000,100,90,128,1152000
56967,86,106,126,1148616,86,106,126,1148616
56968,96,92,130,1148160,96,92,130,1148160
56969,86,94,130,1050920,86,94,130,1050920
56970,82,122,116,1160464,82,122,116,1160464
56971,84,108,116,1052352,84,108,116,1052352
56972,96,92,118,1042176,96,92,118,1042176
56973,90,96,114,984960,90,96,114,984960
56974,90,118,130,1380600,90,118,130,1380600
56975,130,106,88,1212640,130,106,88,1212640
56976,110,118,112,1453760,110,118,112,1453760
56977,86,120,118,1217760,86,120,118,1217760
56978,116,118,86,1177168,116,118,86,1177168
56979,116,116,88,1184128,116,116,88,1184128
56980,102,108,104,1145664,102,108,104,1145664
56981,102,118,104,1251744,102,118,104,1251744
56982,102,118,100,1203600,102,118,100,1203600
56983,86,118,118,1197464,86,118,118,1197464
56984,88,118,120,1246080,88,118,120,1246080
56985,114,116,86,1137264,114,116,86,1137264
56986,116,114,88,1163712,116,114,88,1163712
56987,116,106,88,1082048,116,106,88,1082048
56988,88,118,116,1204544,88,118,116,1204544
56989,118,116,88,1204544,118,116,88,1204544
56990,110,94,120,1240800,110,94,120,1240800
56991,120,96,116,1336320,120,96,116,1336320
56992,124,94,110,1282160,124,94,110,1282160
56993,120,88,116,1224960,120,88,116,1224960
56994,120,86,116,1197120,120,86,116,1197120
56995,120,96,114,1313280,120,96,114,1313280
56996,88,94,132,1091904,88,94,132,1091904
56997,88,116,120,1224960,88,116,120,1224960
56998,88,114,118,1183776,88,114,118,1183776
56999,82,114,118,1103064,82,114,118,1103064
57000,82,106,118,1025656,82,106,118,1025656
57001,88,116,116,1184128,88,116,116,1184128
57002,94,92,122,1055056,94,92,122,1055056
57003,88,92,122,987712,88,92,122,987712
57004,84,114,140,1340640,84,114,140,1340640
57005,110,104,98,1121120,110,104,98,1121120
57006,110,114,104,1304160,110,114,104,1304160
57007,108,104,102,1145664,108,104,102,1145664
57008,108,114,106,1305072,108,114,106,1305072
57009,88,114,124,1243968,88,114,124,1243968
57010,108,102,102,1123632,108,102,102,1123632
57011,124,86,120,1279680,124,86,120,1279680
57012,82,110,126,1136520,82,110,126,1136520
57013,88,112,124,1222144,88,112,124,1222144
57014,82,110,114,1028280,82,110,114,1028280
57015,82,110,130,1172600,82,110,130,1172600
57016,130,110,86,1229800,130,110,86,1229800
57017,124,120,86,1279680,124,120,86,1279680
57018,124,110,86,1173040,124,110,86,1173040
57019,82,110,132,1190640,82,110,132,1190640
57020,116,110,112,1429120,116,110,112,1429120
57021,124,106,98,1288112,124,106,98,1288112
57022,110,110,102,1234200,110,110,102,1234200
57023,82,110,118,1064360,82,110,118,1064360
57024,82,120,116,1141440,82,120,116,1141440
57025,102,110,100,1122000,102,110,100,1122000
57026,108,110,102,1211760,108,110,102,1211760
57027,108,110,102,1211760,108,110,102,1211760
57028,116,106,88,1082048,116,106,88,1082048
57029,100,104,102,1060800,100,104,102,1060800
57030,110,104,102,1166880,110,104,102,1166880
57031,98,106,98,1018024,98,106,98,1018024
57032,84,106,132,1175328,84,106,132,1175328
57033,84,108,128,1161216,84,108,128,1161216
57034,84,116,126,1227744,84,116,126,1227744
57035,84,108,126,1143072,84,108,126,1143072
57036,94,88,132,1091904,94,88,132,1091904
57037,86,90,130,1006200,86,90,130,1006200
57038,84,106,120,1068480,84,106,120,1068480
57039,84,108,118,1070496,84,108,118,1070496
57040,82,116,116,1103392,82,116,116,1103392
57041,82,108,116,1027296,82,108,116,1027296
57042,94,88,120,992640,94,88,120,992640
57043,86,88,120,908160,86,88,120,908160
57044,88,122,128,1374208,88,122,128,1374208
57045,132,116,96,1469952,132,116,96,1469952
57046,84,122,128,1311744,84,122,128,1311744
57047,86,122,132,1384944,86,122,132,1384944
57048,126,108,90,1224720,126,108,90,1224720
57049,86,122,118,1238056,86,122,118,1238056
57050,84,118,118,1169616,84,118,118,1169616
57051,108,104,114,1280448,108,104,114,1280448
57052,106,122,100,1293200,106,122,100,1293200
57053,82,108,120,1062720,82,108,120,1062720
57054,108,122,102,1343952,108,122,102,1343952
57055,84,110,120,1108800,84,110,120,1108800
57056,100,118,116,1368800,100,118,116,1368800
57057,104,104,122,1319552,104,104,122,1319552
57058,94,92,130,1124240,94,92,130,1124240
57059,94,94,120,1060320,94,94,120,1060320
57060,96,94,118,1064832,96,94,118,1064832
57061,98,92,128,1154048,98,92,128,1154048
57062,90,92,118,977040,90,92,118,977040
57063,102,102,116,1206864,102,102,116,1206864
57064,100,98,124,1215200,100,98,124,1215200
57065,100,98,114,1117200,100,98,114,1117200
57066,112,104,94,1094912,112,104,94,1094912
57067,118,104,88,1079936,118,104,88,1079936
57068,116,116,96,1291776,116,116,96,1291776
57069,84,106,118,1050672,84,106,118,1050672
57070,120,92,106,1170240,120,92,106,1170240
57071,96,92,132,1165824,96,92,132,1165824
57072,88,88,130,1006720,88,88,130,1006720
57073,84,114,118,1129968,84,114,118,1129968
57074,96,88,120,1013760,96,88,120,1013760
57075,88,88,120,929280,88,88,120,929280
57076,140,114,96,1532160,140,114,96,1532160
57077,110,104,98,1121120,110,104,98,1121120
57078,120,114,116,1586880,120,114,116,1586880
57079,84,116,126,1227744,84,116,126,1227744
57080,108,104,102,1145664,108,104,102,1145664
57081,114,114,106,1377576,114,114,106,1377576
57082,118,100,102,1203600,118,100,102,1203600
57083,102,108,110,1211760,102,108,110,1211760
57084,82,112,114,1046976,82,112,114,1046976
57085,116,92,110,1173920,116,92,110,1173920
57086,88,112,140,1379840,88,112,140,1379840
57087,82,110,126,1136520,82,110,126,1136520
57088,98,88,140,1207360,98,88,140,1207360
57089,88,112,128,1261568,88,112,128,1261568
57090,82,110,114,1028280,82,110,114,1028280
57091,98,88,128,1103872,98,88,128,1103872
57092,86,114,140,1372560,86,114,140,1372560
57093,106,112,124,1472128,106,112,124,1472128
57094,122,104,116,1471808,122,104,116,1471808
57095,104,104,112,1211392,104,104,112,1211392
57096,82,110,136,1226720,82,110,136,1226720
57097,86,114,128,1254912,86,114,128,1254912
57098,102,112,110,1256640,102,112,110,1256640
57099,124,104,98,1263808,124,104,98,1263808
57100,108,104,92,1033344,108,104,92,1033344
57101,112,112,106,1329664,112,112,106,1329664
57102,120,114,98,1340640,120,114,98,1340640
57103,124,112,100,1388800,124,112,100,1388800
57104,100,112,108,1209600,100,112,108,1209600
57105,100,108,102,1101600,100,108,102,1101600
57106,100,102,110,1122000,100,102,110,1122000
57107,84,102,112,959616,84,102,112,959616
57108,100,90,140,1260000,100,90,140,1260000
57109,88,110,138,1335840,88,110,138,1335840
57110,86,100,140,1204000,86,100,140,1204000
57111,84,110,128,1182720,84,110,128,1182720
57112,96,90,140,1209600,96,90,140,1209600
57113,84,108,128,1161216,84,108,128,1161216
57114,86,110,126,1191960,86,110,126,1191960
57115,86,102,126,1105272,86,102,126,1105272
57116,84,110,116,1071840,84,110,116,1071840
57117,84,96,110,887040,84,96,110,887040
57118,126,100,110,1386000,126,100,110,1386000
57119,114,100,104,1185600,114,100,104,1185600
57120,124,114,118,1668048,124,114,118,1668048
